obsnme,obsval,weight,obgnme,i,j,obsid,oname,otype,time,usecol,variable,standard_deviation
oname:conc_otype:lst_usecol:sim_time:178.0_obsid:wp1-f3_variable:o0,6.294589999999999e-37,49999.99999999999,wp1-f3:o0,,,wp1-f3,conc,lst,178.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:178.0_obsid:wp1-f3_variable:ph,6.64109,10.0,wp1-f3:ph,,,wp1-f3,conc,lst,178.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:178.0_obsid:wp1-f3_variable:so4,9.70326e-05,18074.031231925965,wp1-f3:so4,,,wp1-f3,conc,lst,178.0,sim,so4,5.532800000000001e-05
oname:conc_otype:lst_usecol:sim_time:178.0_obsid:wp4-f5_variable:o0,9.94902e-29,49999.99999999999,wp4-f5:o0,,,wp4-f5,conc,lst,178.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:178.0_obsid:wp4-f5_variable:ph,6.19406,10.0,wp4-f5:ph,,,wp4-f5,conc,lst,178.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:178.0_obsid:wp4-f5_variable:so4,0.000765722,20000.0,wp4-f5:so4,,,wp4-f5,conc,lst,178.0,sim,so4,5e-05
oname:conc_otype:lst_usecol:sim_time:179.0_obsid:welopt-ly3_variable:o0,0.0,0.0,conc,,,welopt-ly3,conc,lst,179.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:179.0_obsid:welopt-ly3_variable:ph,6.67491,0.0,conc,,,welopt-ly3,conc,lst,179.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:179.0_obsid:welopt-ly3_variable:so4,5.50755e-05,0.0,conc,,,welopt-ly3,conc,lst,179.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:179.0_obsid:wp1-f3_variable:o0,6.294589999999999e-37,49999.99999999999,wp1-f3:o0,,,wp1-f3,conc,lst,179.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:179.0_obsid:wp1-f3_variable:ph,6.64109,10.0,wp1-f3:ph,,,wp1-f3,conc,lst,179.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:179.0_obsid:wp1-f3_variable:so4,9.70326e-05,18074.031231925965,wp1-f3:so4,,,wp1-f3,conc,lst,179.0,sim,so4,5.532800000000001e-05
oname:conc_otype:lst_usecol:sim_time:179.0_obsid:wp4-f5_variable:o0,9.94902e-29,49999.99999999999,wp4-f5:o0,,,wp4-f5,conc,lst,179.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:179.0_obsid:wp4-f5_variable:ph,6.19406,10.0,wp4-f5:ph,,,wp4-f5,conc,lst,179.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:179.0_obsid:wp4-f5_variable:so4,0.000765722,20000.0,wp4-f5:so4,,,wp4-f5,conc,lst,179.0,sim,so4,5e-05
oname:conc_otype:lst_usecol:sim_time:18.0_obsid:welopt-ly3_variable:o0,0.0,0.0,conc,,,welopt-ly3,conc,lst,18.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:18.0_obsid:welopt-ly3_variable:ph,6.67491,0.0,conc,,,welopt-ly3,conc,lst,18.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:18.0_obsid:welopt-ly3_variable:so4,5.51168e-05,0.0,conc,,,welopt-ly3,conc,lst,18.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:18.0_obsid:wp1-f3_variable:o0,0.0,0.0,conc,,,wp1-f3,conc,lst,18.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:18.0_obsid:wp1-f3_variable:ph,6.67491,10.0,wp1-f3:ph,,,wp1-f3,conc,lst,18.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:18.0_obsid:wp1-f3_variable:so4,5.51172e-05,20000.0,wp1-f3:so4,,,wp1-f3,conc,lst,18.0,sim,so4,5e-05
oname:conc_otype:lst_usecol:sim_time:18.0_obsid:wp4-f5_variable:o0,0.0,0.0,conc,,,wp4-f5,conc,lst,18.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:18.0_obsid:wp4-f5_variable:ph,6.67493,10.0,wp4-f5:ph,,,wp4-f5,conc,lst,18.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:18.0_obsid:wp4-f5_variable:so4,5.51955e-05,20000.0,wp4-f5:so4,,,wp4-f5,conc,lst,18.0,sim,so4,5e-05
oname:conc_otype:lst_usecol:sim_time:180.0_obsid:welopt-ly3_variable:o0,0.0,0.0,conc,,,welopt-ly3,conc,lst,180.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:180.0_obsid:welopt-ly3_variable:ph,6.67491,0.0,conc,,,welopt-ly3,conc,lst,180.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:180.0_obsid:welopt-ly3_variable:so4,5.50755e-05,0.0,conc,,,welopt-ly3,conc,lst,180.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:180.0_obsid:wp1-f3_variable:o0,6.294589999999999e-37,49999.99999999999,wp1-f3:o0,,,wp1-f3,conc,lst,180.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:180.0_obsid:wp1-f3_variable:ph,6.64109,10.0,wp1-f3:ph,,,wp1-f3,conc,lst,180.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:180.0_obsid:wp1-f3_variable:so4,9.70326e-05,18074.031231925965,wp1-f3:so4,,,wp1-f3,conc,lst,180.0,sim,so4,5.532800000000001e-05
oname:conc_otype:lst_usecol:sim_time:180.0_obsid:wp4-f5_variable:o0,9.94902e-29,49999.99999999999,wp4-f5:o0,,,wp4-f5,conc,lst,180.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:180.0_obsid:wp4-f5_variable:ph,6.19406,10.0,wp4-f5:ph,,,wp4-f5,conc,lst,180.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:180.0_obsid:wp4-f5_variable:so4,0.000765722,20000.0,wp4-f5:so4,,,wp4-f5,conc,lst,180.0,sim,so4,5e-05
oname:conc_otype:lst_usecol:sim_time:181.0_obsid:welopt-ly3_variable:o0,0.0,0.0,conc,,,welopt-ly3,conc,lst,181.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:181.0_obsid:welopt-ly3_variable:ph,6.67491,0.0,conc,,,welopt-ly3,conc,lst,181.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:181.0_obsid:welopt-ly3_variable:so4,5.50755e-05,0.0,conc,,,welopt-ly3,conc,lst,181.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:181.0_obsid:wp1-f3_variable:o0,6.294589999999999e-37,49999.99999999999,wp1-f3:o0,,,wp1-f3,conc,lst,181.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:181.0_obsid:wp1-f3_variable:ph,6.64109,10.0,wp1-f3:ph,,,wp1-f3,conc,lst,181.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:181.0_obsid:wp1-f3_variable:so4,9.70326e-05,18074.031231925965,wp1-f3:so4,,,wp1-f3,conc,lst,181.0,sim,so4,5.532800000000001e-05
oname:conc_otype:lst_usecol:sim_time:181.0_obsid:wp4-f5_variable:o0,9.94902e-29,49999.99999999999,wp4-f5:o0,,,wp4-f5,conc,lst,181.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:181.0_obsid:wp4-f5_variable:ph,6.19406,10.0,wp4-f5:ph,,,wp4-f5,conc,lst,181.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:181.0_obsid:wp4-f5_variable:so4,0.000765722,20000.0,wp4-f5:so4,,,wp4-f5,conc,lst,181.0,sim,so4,5e-05
oname:conc_otype:lst_usecol:sim_time:182.0_obsid:welopt-ly3_variable:o0,0.0,0.0,conc,,,welopt-ly3,conc,lst,182.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:182.0_obsid:welopt-ly3_variable:ph,6.67491,0.0,conc,,,welopt-ly3,conc,lst,182.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:182.0_obsid:welopt-ly3_variable:so4,5.50755e-05,0.0,conc,,,welopt-ly3,conc,lst,182.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:182.0_obsid:wp1-f3_variable:o0,6.294589999999999e-37,49999.99999999999,wp1-f3:o0,,,wp1-f3,conc,lst,182.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:182.0_obsid:wp1-f3_variable:ph,6.64109,10.0,wp1-f3:ph,,,wp1-f3,conc,lst,182.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:182.0_obsid:wp1-f3_variable:so4,9.70326e-05,18074.031231925965,wp1-f3:so4,,,wp1-f3,conc,lst,182.0,sim,so4,5.532800000000001e-05
oname:conc_otype:lst_usecol:sim_time:182.0_obsid:wp4-f5_variable:o0,9.94902e-29,49999.99999999999,wp4-f5:o0,,,wp4-f5,conc,lst,182.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:182.0_obsid:wp4-f5_variable:ph,6.19406,10.0,wp4-f5:ph,,,wp4-f5,conc,lst,182.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:182.0_obsid:wp4-f5_variable:so4,0.000765722,20000.0,wp4-f5:so4,,,wp4-f5,conc,lst,182.0,sim,so4,5e-05
oname:conc_otype:lst_usecol:sim_time:183.0_obsid:welopt-ly3_variable:o0,0.0,0.0,conc,,,welopt-ly3,conc,lst,183.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:183.0_obsid:welopt-ly3_variable:ph,6.67491,0.0,conc,,,welopt-ly3,conc,lst,183.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:183.0_obsid:welopt-ly3_variable:so4,5.50755e-05,0.0,conc,,,welopt-ly3,conc,lst,183.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:183.0_obsid:wp1-f3_variable:o0,6.294589999999999e-37,49999.99999999999,wp1-f3:o0,,,wp1-f3,conc,lst,183.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:183.0_obsid:wp1-f3_variable:ph,6.64109,10.0,wp1-f3:ph,,,wp1-f3,conc,lst,183.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:183.0_obsid:wp1-f3_variable:so4,9.70326e-05,18074.031231925965,wp1-f3:so4,,,wp1-f3,conc,lst,183.0,sim,so4,5.532800000000001e-05
oname:conc_otype:lst_usecol:sim_time:183.0_obsid:wp4-f5_variable:o0,9.94902e-29,49999.99999999999,wp4-f5:o0,,,wp4-f5,conc,lst,183.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:183.0_obsid:wp4-f5_variable:ph,6.19406,10.0,wp4-f5:ph,,,wp4-f5,conc,lst,183.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:183.0_obsid:wp4-f5_variable:so4,0.000765722,20000.0,wp4-f5:so4,,,wp4-f5,conc,lst,183.0,sim,so4,5e-05
oname:conc_otype:lst_usecol:sim_time:184.0_obsid:welopt-ly3_variable:o0,0.0,0.0,conc,,,welopt-ly3,conc,lst,184.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:184.0_obsid:welopt-ly3_variable:ph,6.67491,0.0,conc,,,welopt-ly3,conc,lst,184.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:184.0_obsid:welopt-ly3_variable:so4,5.5074e-05,0.0,conc,,,welopt-ly3,conc,lst,184.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:184.0_obsid:wp1-f3_variable:o0,9.506529999999999e-37,49999.99999999999,wp1-f3:o0,,,wp1-f3,conc,lst,184.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:184.0_obsid:wp1-f3_variable:ph,6.63784,10.0,wp1-f3:ph,,,wp1-f3,conc,lst,184.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:184.0_obsid:wp1-f3_variable:so4,0.000100344,18519.612547481967,wp1-f3:so4,,,wp1-f3,conc,lst,184.0,sim,so4,5.399681000000001e-05
oname:conc_otype:lst_usecol:sim_time:184.0_obsid:wp4-f5_variable:o0,6.89057e-28,49999.99999999999,wp4-f5:o0,,,wp4-f5,conc,lst,184.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:184.0_obsid:wp4-f5_variable:ph,6.15755,10.0,wp4-f5:ph,,,wp4-f5,conc,lst,184.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:184.0_obsid:wp4-f5_variable:so4,0.00074035,20000.0,wp4-f5:so4,,,wp4-f5,conc,lst,184.0,sim,so4,5e-05
oname:conc_otype:lst_usecol:sim_time:185.0_obsid:welopt-ly3_variable:o0,0.0,0.0,conc,,,welopt-ly3,conc,lst,185.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:185.0_obsid:welopt-ly3_variable:ph,6.67491,0.0,conc,,,welopt-ly3,conc,lst,185.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:185.0_obsid:welopt-ly3_variable:so4,5.5074e-05,0.0,conc,,,welopt-ly3,conc,lst,185.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:185.0_obsid:wp1-f3_variable:o0,9.506529999999999e-37,49999.99999999999,wp1-f3:o0,,,wp1-f3,conc,lst,185.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:185.0_obsid:wp1-f3_variable:ph,6.63784,10.0,wp1-f3:ph,,,wp1-f3,conc,lst,185.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:185.0_obsid:wp1-f3_variable:so4,0.000100344,18519.612547481967,wp1-f3:so4,,,wp1-f3,conc,lst,185.0,sim,so4,5.399681000000001e-05
oname:conc_otype:lst_usecol:sim_time:185.0_obsid:wp4-f5_variable:o0,6.89057e-28,49999.99999999999,wp4-f5:o0,,,wp4-f5,conc,lst,185.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:185.0_obsid:wp4-f5_variable:ph,6.15755,10.0,wp4-f5:ph,,,wp4-f5,conc,lst,185.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:185.0_obsid:wp4-f5_variable:so4,0.00074035,20000.0,wp4-f5:so4,,,wp4-f5,conc,lst,185.0,sim,so4,5e-05
oname:conc_otype:lst_usecol:sim_time:186.0_obsid:welopt-ly3_variable:o0,0.0,0.0,conc,,,welopt-ly3,conc,lst,186.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:186.0_obsid:welopt-ly3_variable:ph,6.67491,0.0,conc,,,welopt-ly3,conc,lst,186.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:186.0_obsid:welopt-ly3_variable:so4,5.5074e-05,0.0,conc,,,welopt-ly3,conc,lst,186.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:186.0_obsid:wp1-f3_variable:o0,9.506529999999999e-37,49999.99999999999,wp1-f3:o0,,,wp1-f3,conc,lst,186.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:186.0_obsid:wp1-f3_variable:ph,6.63784,10.0,wp1-f3:ph,,,wp1-f3,conc,lst,186.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:186.0_obsid:wp1-f3_variable:so4,0.000100344,18519.612547481967,wp1-f3:so4,,,wp1-f3,conc,lst,186.0,sim,so4,5.399681000000001e-05
oname:conc_otype:lst_usecol:sim_time:186.0_obsid:wp4-f5_variable:o0,6.89057e-28,49999.99999999999,wp4-f5:o0,,,wp4-f5,conc,lst,186.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:186.0_obsid:wp4-f5_variable:ph,6.15755,10.0,wp4-f5:ph,,,wp4-f5,conc,lst,186.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:186.0_obsid:wp4-f5_variable:so4,0.00074035,20000.0,wp4-f5:so4,,,wp4-f5,conc,lst,186.0,sim,so4,5e-05
oname:conc_otype:lst_usecol:sim_time:187.0_obsid:welopt-ly3_variable:o0,0.0,0.0,conc,,,welopt-ly3,conc,lst,187.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:187.0_obsid:welopt-ly3_variable:ph,6.67491,0.0,conc,,,welopt-ly3,conc,lst,187.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:187.0_obsid:welopt-ly3_variable:so4,5.5074e-05,0.0,conc,,,welopt-ly3,conc,lst,187.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:187.0_obsid:wp1-f3_variable:o0,9.506529999999999e-37,49999.99999999999,wp1-f3:o0,,,wp1-f3,conc,lst,187.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:187.0_obsid:wp1-f3_variable:ph,6.63784,10.0,wp1-f3:ph,,,wp1-f3,conc,lst,187.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:187.0_obsid:wp1-f3_variable:so4,0.000100344,18519.612547481967,wp1-f3:so4,,,wp1-f3,conc,lst,187.0,sim,so4,5.399681000000001e-05
oname:conc_otype:lst_usecol:sim_time:187.0_obsid:wp4-f5_variable:o0,6.89057e-28,49999.99999999999,wp4-f5:o0,,,wp4-f5,conc,lst,187.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:187.0_obsid:wp4-f5_variable:ph,6.15755,10.0,wp4-f5:ph,,,wp4-f5,conc,lst,187.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:187.0_obsid:wp4-f5_variable:so4,0.00074035,20000.0,wp4-f5:so4,,,wp4-f5,conc,lst,187.0,sim,so4,5e-05
oname:conc_otype:lst_usecol:sim_time:188.0_obsid:welopt-ly3_variable:o0,0.0,0.0,conc,,,welopt-ly3,conc,lst,188.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:188.0_obsid:welopt-ly3_variable:ph,6.67491,0.0,conc,,,welopt-ly3,conc,lst,188.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:188.0_obsid:welopt-ly3_variable:so4,5.5074e-05,0.0,conc,,,welopt-ly3,conc,lst,188.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:188.0_obsid:wp1-f3_variable:o0,9.506529999999999e-37,49999.99999999999,wp1-f3:o0,,,wp1-f3,conc,lst,188.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:188.0_obsid:wp1-f3_variable:ph,6.63784,10.0,wp1-f3:ph,,,wp1-f3,conc,lst,188.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:188.0_obsid:wp1-f3_variable:so4,0.000100344,18519.612547481967,wp1-f3:so4,,,wp1-f3,conc,lst,188.0,sim,so4,5.399681000000001e-05
oname:conc_otype:lst_usecol:sim_time:188.0_obsid:wp4-f5_variable:o0,6.89057e-28,49999.99999999999,wp4-f5:o0,,,wp4-f5,conc,lst,188.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:188.0_obsid:wp4-f5_variable:ph,6.15755,10.0,wp4-f5:ph,,,wp4-f5,conc,lst,188.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:188.0_obsid:wp4-f5_variable:so4,0.00074035,20000.0,wp4-f5:so4,,,wp4-f5,conc,lst,188.0,sim,so4,5e-05
oname:conc_otype:lst_usecol:sim_time:189.0_obsid:welopt-ly3_variable:o0,0.0,0.0,conc,,,welopt-ly3,conc,lst,189.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:189.0_obsid:welopt-ly3_variable:ph,6.67491,0.0,conc,,,welopt-ly3,conc,lst,189.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:189.0_obsid:welopt-ly3_variable:so4,5.5074e-05,0.0,conc,,,welopt-ly3,conc,lst,189.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:189.0_obsid:wp1-f3_variable:o0,9.506529999999999e-37,49999.99999999999,wp1-f3:o0,,,wp1-f3,conc,lst,189.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:189.0_obsid:wp1-f3_variable:ph,6.63784,10.0,wp1-f3:ph,,,wp1-f3,conc,lst,189.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:189.0_obsid:wp1-f3_variable:so4,0.000100344,18519.612547481967,wp1-f3:so4,,,wp1-f3,conc,lst,189.0,sim,so4,5.399681000000001e-05
oname:conc_otype:lst_usecol:sim_time:189.0_obsid:wp4-f5_variable:o0,6.89057e-28,49999.99999999999,wp4-f5:o0,,,wp4-f5,conc,lst,189.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:189.0_obsid:wp4-f5_variable:ph,6.15755,10.0,wp4-f5:ph,,,wp4-f5,conc,lst,189.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:189.0_obsid:wp4-f5_variable:so4,0.00074035,20000.0,wp4-f5:so4,,,wp4-f5,conc,lst,189.0,sim,so4,5e-05
oname:conc_otype:lst_usecol:sim_time:19.0_obsid:welopt-ly3_variable:o0,0.0,0.0,conc,,,welopt-ly3,conc,lst,19.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:19.0_obsid:welopt-ly3_variable:ph,6.67491,0.0,conc,,,welopt-ly3,conc,lst,19.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:19.0_obsid:welopt-ly3_variable:so4,5.51168e-05,0.0,conc,,,welopt-ly3,conc,lst,19.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:19.0_obsid:wp1-f3_variable:o0,0.0,0.0,conc,,,wp1-f3,conc,lst,19.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:19.0_obsid:wp1-f3_variable:ph,6.67491,10.0,wp1-f3:ph,,,wp1-f3,conc,lst,19.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:19.0_obsid:wp1-f3_variable:so4,5.51172e-05,20000.0,wp1-f3:so4,,,wp1-f3,conc,lst,19.0,sim,so4,5e-05
oname:conc_otype:lst_usecol:sim_time:19.0_obsid:wp4-f5_variable:o0,0.0,0.0,conc,,,wp4-f5,conc,lst,19.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:19.0_obsid:wp4-f5_variable:ph,6.67493,10.0,wp4-f5:ph,,,wp4-f5,conc,lst,19.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:19.0_obsid:wp4-f5_variable:so4,5.51955e-05,20000.0,wp4-f5:so4,,,wp4-f5,conc,lst,19.0,sim,so4,5e-05
oname:conc_otype:lst_usecol:sim_time:190.0_obsid:welopt-ly3_variable:o0,0.0,0.0,conc,,,welopt-ly3,conc,lst,190.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:190.0_obsid:welopt-ly3_variable:ph,6.67491,0.0,conc,,,welopt-ly3,conc,lst,190.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:190.0_obsid:welopt-ly3_variable:so4,5.5074e-05,0.0,conc,,,welopt-ly3,conc,lst,190.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:190.0_obsid:wp1-f3_variable:o0,9.506529999999999e-37,49999.99999999999,wp1-f3:o0,,,wp1-f3,conc,lst,190.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:190.0_obsid:wp1-f3_variable:ph,6.63784,10.0,wp1-f3:ph,,,wp1-f3,conc,lst,190.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:190.0_obsid:wp1-f3_variable:so4,0.000100344,18519.612547481967,wp1-f3:so4,,,wp1-f3,conc,lst,190.0,sim,so4,5.399681000000001e-05
oname:conc_otype:lst_usecol:sim_time:190.0_obsid:wp4-f5_variable:o0,6.89057e-28,49999.99999999999,wp4-f5:o0,,,wp4-f5,conc,lst,190.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:190.0_obsid:wp4-f5_variable:ph,6.15755,10.0,wp4-f5:ph,,,wp4-f5,conc,lst,190.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:190.0_obsid:wp4-f5_variable:so4,0.00074035,20000.0,wp4-f5:so4,,,wp4-f5,conc,lst,190.0,sim,so4,5e-05
oname:conc_otype:lst_usecol:sim_time:191.0_obsid:welopt-ly3_variable:o0,0.0,0.0,conc,,,welopt-ly3,conc,lst,191.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:191.0_obsid:welopt-ly3_variable:ph,6.67491,0.0,conc,,,welopt-ly3,conc,lst,191.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:191.0_obsid:welopt-ly3_variable:so4,5.50725e-05,0.0,conc,,,welopt-ly3,conc,lst,191.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:191.0_obsid:wp1-f3_variable:o0,1.1127e-36,49999.99999999999,wp1-f3:o0,,,wp1-f3,conc,lst,191.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:191.0_obsid:wp1-f3_variable:ph,6.63645,10.0,wp1-f3:ph,,,wp1-f3,conc,lst,191.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:191.0_obsid:wp1-f3_variable:so4,0.000103659,19002.74722716663,wp1-f3:so4,,,wp1-f3,conc,lst,191.0,sim,so4,5.262397000000001e-05
oname:conc_otype:lst_usecol:sim_time:191.0_obsid:wp4-f5_variable:o0,3.4489000000000005e-25,49999.99999999999,wp4-f5:o0,,,wp4-f5,conc,lst,191.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:191.0_obsid:wp4-f5_variable:ph,6.03818,10.0,wp4-f5:ph,,,wp4-f5,conc,lst,191.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:191.0_obsid:wp4-f5_variable:so4,0.000711844,20000.0,wp4-f5:so4,,,wp4-f5,conc,lst,191.0,sim,so4,5e-05
oname:conc_otype:lst_usecol:sim_time:192.0_obsid:welopt-ly3_variable:o0,0.0,0.0,conc,,,welopt-ly3,conc,lst,192.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:192.0_obsid:welopt-ly3_variable:ph,6.67491,0.0,conc,,,welopt-ly3,conc,lst,192.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:192.0_obsid:welopt-ly3_variable:so4,5.50725e-05,0.0,conc,,,welopt-ly3,conc,lst,192.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:192.0_obsid:wp1-f3_variable:o0,1.1127e-36,49999.99999999999,wp1-f3:o0,,,wp1-f3,conc,lst,192.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:192.0_obsid:wp1-f3_variable:ph,6.63645,10.0,wp1-f3:ph,,,wp1-f3,conc,lst,192.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:192.0_obsid:wp1-f3_variable:so4,0.000103659,19002.74722716663,wp1-f3:so4,,,wp1-f3,conc,lst,192.0,sim,so4,5.262397000000001e-05
oname:conc_otype:lst_usecol:sim_time:192.0_obsid:wp4-f5_variable:o0,3.4489000000000005e-25,49999.99999999999,wp4-f5:o0,,,wp4-f5,conc,lst,192.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:192.0_obsid:wp4-f5_variable:ph,6.03818,10.0,wp4-f5:ph,,,wp4-f5,conc,lst,192.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:192.0_obsid:wp4-f5_variable:so4,0.000711844,20000.0,wp4-f5:so4,,,wp4-f5,conc,lst,192.0,sim,so4,5e-05
oname:conc_otype:lst_usecol:sim_time:193.0_obsid:welopt-ly3_variable:o0,0.0,0.0,conc,,,welopt-ly3,conc,lst,193.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:193.0_obsid:welopt-ly3_variable:ph,6.67491,0.0,conc,,,welopt-ly3,conc,lst,193.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:193.0_obsid:welopt-ly3_variable:so4,5.50725e-05,0.0,conc,,,welopt-ly3,conc,lst,193.0,sim,so4,
