obsnme,obsval,weight,obgnme,i,j,obsid,oname,otype,time,usecol,variable,standard_deviation
oname:conc_otype:lst_usecol:sim_time:162.0_obsid:wp1-f3_variable:ph,6.65472,10.0,wp1-f3:ph,,,wp1-f3,conc,lst,162.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:162.0_obsid:wp1-f3_variable:so4,8.70143e-05,17459.950801350627,wp1-f3:so4,,,wp1-f3,conc,lst,162.0,sim,so4,5.727393000000001e-05
oname:conc_otype:lst_usecol:sim_time:162.0_obsid:wp4-f5_variable:o0,7.652760000000001e-29,49999.99999999999,wp4-f5:o0,,,wp4-f5,conc,lst,162.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:162.0_obsid:wp4-f5_variable:ph,6.09785,10.0,wp4-f5:ph,,,wp4-f5,conc,lst,162.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:162.0_obsid:wp4-f5_variable:so4,0.000795982,17505.007745090672,wp4-f5:so4,,,wp4-f5,conc,lst,162.0,sim,so4,5.712651000000001e-05
oname:conc_otype:lst_usecol:sim_time:163.0_obsid:welopt-ly3_variable:o0,0.0,0.0,conc,,,welopt-ly3,conc,lst,163.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:163.0_obsid:welopt-ly3_variable:ph,6.67491,0.0,conc,,,welopt-ly3,conc,lst,163.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:163.0_obsid:welopt-ly3_variable:so4,5.50788e-05,0.0,conc,,,welopt-ly3,conc,lst,163.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:163.0_obsid:wp1-f3_variable:o0,1.68822e-37,49999.99999999999,wp1-f3:o0,,,wp1-f3,conc,lst,163.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:163.0_obsid:wp1-f3_variable:ph,6.65042,10.0,wp1-f3:ph,,,wp1-f3,conc,lst,163.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:163.0_obsid:wp1-f3_variable:so4,9.03643e-05,17555.991763430902,wp1-f3:so4,,,wp1-f3,conc,lst,163.0,sim,so4,5.6960610000000006e-05
oname:conc_otype:lst_usecol:sim_time:163.0_obsid:wp4-f5_variable:o0,1.47439e-28,49999.99999999999,wp4-f5:o0,,,wp4-f5,conc,lst,163.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:163.0_obsid:wp4-f5_variable:ph,6.103,10.0,wp4-f5:ph,,,wp4-f5,conc,lst,163.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:163.0_obsid:wp4-f5_variable:so4,0.000791874,17731.14093686029,wp4-f5:so4,,,wp4-f5,conc,lst,163.0,sim,so4,5.639795000000001e-05
oname:conc_otype:lst_usecol:sim_time:164.0_obsid:welopt-ly3_variable:o0,0.0,0.0,conc,,,welopt-ly3,conc,lst,164.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:164.0_obsid:welopt-ly3_variable:ph,6.67491,0.0,conc,,,welopt-ly3,conc,lst,164.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:164.0_obsid:welopt-ly3_variable:so4,5.50788e-05,0.0,conc,,,welopt-ly3,conc,lst,164.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:164.0_obsid:wp1-f3_variable:o0,1.68822e-37,49999.99999999999,wp1-f3:o0,,,wp1-f3,conc,lst,164.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:164.0_obsid:wp1-f3_variable:ph,6.65042,10.0,wp1-f3:ph,,,wp1-f3,conc,lst,164.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:164.0_obsid:wp1-f3_variable:so4,9.03643e-05,17555.991763430902,wp1-f3:so4,,,wp1-f3,conc,lst,164.0,sim,so4,5.6960610000000006e-05
oname:conc_otype:lst_usecol:sim_time:164.0_obsid:wp4-f5_variable:o0,1.47439e-28,49999.99999999999,wp4-f5:o0,,,wp4-f5,conc,lst,164.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:164.0_obsid:wp4-f5_variable:ph,6.103,10.0,wp4-f5:ph,,,wp4-f5,conc,lst,164.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:164.0_obsid:wp4-f5_variable:so4,0.000791874,17731.14093686029,wp4-f5:so4,,,wp4-f5,conc,lst,164.0,sim,so4,5.639795000000001e-05
oname:conc_otype:lst_usecol:sim_time:165.0_obsid:welopt-ly3_variable:o0,0.0,0.0,conc,,,welopt-ly3,conc,lst,165.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:165.0_obsid:welopt-ly3_variable:ph,6.67491,0.0,conc,,,welopt-ly3,conc,lst,165.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:165.0_obsid:welopt-ly3_variable:so4,5.50788e-05,0.0,conc,,,welopt-ly3,conc,lst,165.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:165.0_obsid:wp1-f3_variable:o0,1.68822e-37,49999.99999999999,wp1-f3:o0,,,wp1-f3,conc,lst,165.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:165.0_obsid:wp1-f3_variable:ph,6.65042,10.0,wp1-f3:ph,,,wp1-f3,conc,lst,165.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:165.0_obsid:wp1-f3_variable:so4,9.03643e-05,17555.991763430902,wp1-f3:so4,,,wp1-f3,conc,lst,165.0,sim,so4,5.6960610000000006e-05
oname:conc_otype:lst_usecol:sim_time:165.0_obsid:wp4-f5_variable:o0,1.47439e-28,49999.99999999999,wp4-f5:o0,,,wp4-f5,conc,lst,165.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:165.0_obsid:wp4-f5_variable:ph,6.103,10.0,wp4-f5:ph,,,wp4-f5,conc,lst,165.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:165.0_obsid:wp4-f5_variable:so4,0.000791874,17731.14093686029,wp4-f5:so4,,,wp4-f5,conc,lst,165.0,sim,so4,5.639795000000001e-05
oname:conc_otype:lst_usecol:sim_time:166.0_obsid:welopt-ly3_variable:o0,0.0,0.0,conc,,,welopt-ly3,conc,lst,166.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:166.0_obsid:welopt-ly3_variable:ph,6.67491,0.0,conc,,,welopt-ly3,conc,lst,166.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:166.0_obsid:welopt-ly3_variable:so4,5.50788e-05,0.0,conc,,,welopt-ly3,conc,lst,166.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:166.0_obsid:wp1-f3_variable:o0,1.68822e-37,49999.99999999999,wp1-f3:o0,,,wp1-f3,conc,lst,166.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:166.0_obsid:wp1-f3_variable:ph,6.65042,10.0,wp1-f3:ph,,,wp1-f3,conc,lst,166.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:166.0_obsid:wp1-f3_variable:so4,9.03643e-05,17555.991763430902,wp1-f3:so4,,,wp1-f3,conc,lst,166.0,sim,so4,5.6960610000000006e-05
oname:conc_otype:lst_usecol:sim_time:166.0_obsid:wp4-f5_variable:o0,1.47439e-28,49999.99999999999,wp4-f5:o0,,,wp4-f5,conc,lst,166.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:166.0_obsid:wp4-f5_variable:ph,6.103,10.0,wp4-f5:ph,,,wp4-f5,conc,lst,166.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:166.0_obsid:wp4-f5_variable:so4,0.000791874,17731.14093686029,wp4-f5:so4,,,wp4-f5,conc,lst,166.0,sim,so4,5.639795000000001e-05
oname:conc_otype:lst_usecol:sim_time:167.0_obsid:welopt-ly3_variable:o0,0.0,0.0,conc,,,welopt-ly3,conc,lst,167.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:167.0_obsid:welopt-ly3_variable:ph,6.67491,0.0,conc,,,welopt-ly3,conc,lst,167.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:167.0_obsid:welopt-ly3_variable:so4,5.50788e-05,0.0,conc,,,welopt-ly3,conc,lst,167.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:167.0_obsid:wp1-f3_variable:o0,1.68822e-37,49999.99999999999,wp1-f3:o0,,,wp1-f3,conc,lst,167.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:167.0_obsid:wp1-f3_variable:ph,6.65042,10.0,wp1-f3:ph,,,wp1-f3,conc,lst,167.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:167.0_obsid:wp1-f3_variable:so4,9.03643e-05,17555.991763430902,wp1-f3:so4,,,wp1-f3,conc,lst,167.0,sim,so4,5.6960610000000006e-05
oname:conc_otype:lst_usecol:sim_time:167.0_obsid:wp4-f5_variable:o0,1.47439e-28,49999.99999999999,wp4-f5:o0,,,wp4-f5,conc,lst,167.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:167.0_obsid:wp4-f5_variable:ph,6.103,10.0,wp4-f5:ph,,,wp4-f5,conc,lst,167.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:167.0_obsid:wp4-f5_variable:so4,0.000791874,17731.14093686029,wp4-f5:so4,,,wp4-f5,conc,lst,167.0,sim,so4,5.639795000000001e-05
oname:conc_otype:lst_usecol:sim_time:168.0_obsid:welopt-ly3_variable:o0,0.0,0.0,conc,,,welopt-ly3,conc,lst,168.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:168.0_obsid:welopt-ly3_variable:ph,6.67491,0.0,conc,,,welopt-ly3,conc,lst,168.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:168.0_obsid:welopt-ly3_variable:so4,5.50788e-05,0.0,conc,,,welopt-ly3,conc,lst,168.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:168.0_obsid:wp1-f3_variable:o0,1.68822e-37,49999.99999999999,wp1-f3:o0,,,wp1-f3,conc,lst,168.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:168.0_obsid:wp1-f3_variable:ph,6.65042,10.0,wp1-f3:ph,,,wp1-f3,conc,lst,168.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:168.0_obsid:wp1-f3_variable:so4,9.03643e-05,17555.991763430902,wp1-f3:so4,,,wp1-f3,conc,lst,168.0,sim,so4,5.6960610000000006e-05
oname:conc_otype:lst_usecol:sim_time:168.0_obsid:wp4-f5_variable:o0,1.47439e-28,49999.99999999999,wp4-f5:o0,,,wp4-f5,conc,lst,168.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:168.0_obsid:wp4-f5_variable:ph,6.103,10.0,wp4-f5:ph,,,wp4-f5,conc,lst,168.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:168.0_obsid:wp4-f5_variable:so4,0.000791874,17731.14093686029,wp4-f5:so4,,,wp4-f5,conc,lst,168.0,sim,so4,5.639795000000001e-05
oname:conc_otype:lst_usecol:sim_time:169.0_obsid:welopt-ly3_variable:o0,0.0,0.0,conc,,,welopt-ly3,conc,lst,169.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:169.0_obsid:welopt-ly3_variable:ph,6.67491,0.0,conc,,,welopt-ly3,conc,lst,169.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:169.0_obsid:welopt-ly3_variable:so4,5.50788e-05,0.0,conc,,,welopt-ly3,conc,lst,169.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:169.0_obsid:wp1-f3_variable:o0,1.68822e-37,49999.99999999999,wp1-f3:o0,,,wp1-f3,conc,lst,169.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:169.0_obsid:wp1-f3_variable:ph,6.65042,10.0,wp1-f3:ph,,,wp1-f3,conc,lst,169.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:169.0_obsid:wp1-f3_variable:so4,9.03643e-05,17555.991763430902,wp1-f3:so4,,,wp1-f3,conc,lst,169.0,sim,so4,5.6960610000000006e-05
oname:conc_otype:lst_usecol:sim_time:169.0_obsid:wp4-f5_variable:o0,1.47439e-28,49999.99999999999,wp4-f5:o0,,,wp4-f5,conc,lst,169.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:169.0_obsid:wp4-f5_variable:ph,6.103,10.0,wp4-f5:ph,,,wp4-f5,conc,lst,169.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:169.0_obsid:wp4-f5_variable:so4,0.000791874,17731.14093686029,wp4-f5:so4,,,wp4-f5,conc,lst,169.0,sim,so4,5.639795000000001e-05
oname:conc_otype:lst_usecol:sim_time:17.0_obsid:welopt-ly3_variable:o0,0.0,0.0,conc,,,welopt-ly3,conc,lst,17.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:17.0_obsid:welopt-ly3_variable:ph,6.67491,0.0,conc,,,welopt-ly3,conc,lst,17.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:17.0_obsid:welopt-ly3_variable:so4,5.51168e-05,0.0,conc,,,welopt-ly3,conc,lst,17.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:17.0_obsid:wp1-f3_variable:o0,0.0,0.0,conc,,,wp1-f3,conc,lst,17.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:17.0_obsid:wp1-f3_variable:ph,6.67491,10.0,wp1-f3:ph,,,wp1-f3,conc,lst,17.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:17.0_obsid:wp1-f3_variable:so4,5.51172e-05,20000.0,wp1-f3:so4,,,wp1-f3,conc,lst,17.0,sim,so4,5e-05
oname:conc_otype:lst_usecol:sim_time:17.0_obsid:wp4-f5_variable:o0,0.0,0.0,conc,,,wp4-f5,conc,lst,17.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:17.0_obsid:wp4-f5_variable:ph,6.67493,10.0,wp4-f5:ph,,,wp4-f5,conc,lst,17.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:17.0_obsid:wp4-f5_variable:so4,5.51955e-05,20000.0,wp4-f5:so4,,,wp4-f5,conc,lst,17.0,sim,so4,5e-05
oname:conc_otype:lst_usecol:sim_time:170.0_obsid:welopt-ly3_variable:o0,0.0,0.0,conc,,,welopt-ly3,conc,lst,170.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:170.0_obsid:welopt-ly3_variable:ph,6.67491,0.0,conc,,,welopt-ly3,conc,lst,170.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:170.0_obsid:welopt-ly3_variable:so4,5.50771e-05,0.0,conc,,,welopt-ly3,conc,lst,170.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:170.0_obsid:wp1-f3_variable:o0,3.34085e-37,49999.99999999999,wp1-f3:o0,,,wp1-f3,conc,lst,170.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:170.0_obsid:wp1-f3_variable:ph,6.64577,10.0,wp1-f3:ph,,,wp1-f3,conc,lst,170.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:170.0_obsid:wp1-f3_variable:so4,9.37085e-05,17745.28104177576,wp1-f3:so4,,,wp1-f3,conc,lst,170.0,sim,so4,5.635301e-05
oname:conc_otype:lst_usecol:sim_time:170.0_obsid:wp4-f5_variable:o0,2.22009e-28,49999.99999999999,wp4-f5:o0,,,wp4-f5,conc,lst,170.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:170.0_obsid:wp4-f5_variable:ph,6.12085,10.0,wp4-f5:ph,,,wp4-f5,conc,lst,170.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:170.0_obsid:wp4-f5_variable:so4,0.000783093,18558.129815602708,wp4-f5:so4,,,wp4-f5,conc,lst,170.0,sim,so4,5.3884740000000005e-05
oname:conc_otype:lst_usecol:sim_time:171.0_obsid:welopt-ly3_variable:o0,0.0,0.0,conc,,,welopt-ly3,conc,lst,171.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:171.0_obsid:welopt-ly3_variable:ph,6.67491,0.0,conc,,,welopt-ly3,conc,lst,171.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:171.0_obsid:welopt-ly3_variable:so4,5.50771e-05,0.0,conc,,,welopt-ly3,conc,lst,171.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:171.0_obsid:wp1-f3_variable:o0,3.34085e-37,49999.99999999999,wp1-f3:o0,,,wp1-f3,conc,lst,171.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:171.0_obsid:wp1-f3_variable:ph,6.64577,10.0,wp1-f3:ph,,,wp1-f3,conc,lst,171.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:171.0_obsid:wp1-f3_variable:so4,9.37085e-05,17745.28104177576,wp1-f3:so4,,,wp1-f3,conc,lst,171.0,sim,so4,5.635301e-05
oname:conc_otype:lst_usecol:sim_time:171.0_obsid:wp4-f5_variable:o0,2.22009e-28,49999.99999999999,wp4-f5:o0,,,wp4-f5,conc,lst,171.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:171.0_obsid:wp4-f5_variable:ph,6.12085,10.0,wp4-f5:ph,,,wp4-f5,conc,lst,171.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:171.0_obsid:wp4-f5_variable:so4,0.000783093,18558.129815602708,wp4-f5:so4,,,wp4-f5,conc,lst,171.0,sim,so4,5.3884740000000005e-05
oname:conc_otype:lst_usecol:sim_time:172.0_obsid:welopt-ly3_variable:o0,0.0,0.0,conc,,,welopt-ly3,conc,lst,172.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:172.0_obsid:welopt-ly3_variable:ph,6.67491,0.0,conc,,,welopt-ly3,conc,lst,172.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:172.0_obsid:welopt-ly3_variable:so4,5.50771e-05,0.0,conc,,,welopt-ly3,conc,lst,172.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:172.0_obsid:wp1-f3_variable:o0,3.34085e-37,49999.99999999999,wp1-f3:o0,,,wp1-f3,conc,lst,172.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:172.0_obsid:wp1-f3_variable:ph,6.64577,10.0,wp1-f3:ph,,,wp1-f3,conc,lst,172.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:172.0_obsid:wp1-f3_variable:so4,9.37085e-05,17745.28104177576,wp1-f3:so4,,,wp1-f3,conc,lst,172.0,sim,so4,5.635301e-05
oname:conc_otype:lst_usecol:sim_time:172.0_obsid:wp4-f5_variable:o0,2.22009e-28,49999.99999999999,wp4-f5:o0,,,wp4-f5,conc,lst,172.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:172.0_obsid:wp4-f5_variable:ph,6.12085,10.0,wp4-f5:ph,,,wp4-f5,conc,lst,172.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:172.0_obsid:wp4-f5_variable:so4,0.000783093,18558.129815602708,wp4-f5:so4,,,wp4-f5,conc,lst,172.0,sim,so4,5.3884740000000005e-05
oname:conc_otype:lst_usecol:sim_time:173.0_obsid:welopt-ly3_variable:o0,0.0,0.0,conc,,,welopt-ly3,conc,lst,173.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:173.0_obsid:welopt-ly3_variable:ph,6.67491,0.0,conc,,,welopt-ly3,conc,lst,173.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:173.0_obsid:welopt-ly3_variable:so4,5.50771e-05,0.0,conc,,,welopt-ly3,conc,lst,173.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:173.0_obsid:wp1-f3_variable:o0,3.34085e-37,49999.99999999999,wp1-f3:o0,,,wp1-f3,conc,lst,173.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:173.0_obsid:wp1-f3_variable:ph,6.64577,10.0,wp1-f3:ph,,,wp1-f3,conc,lst,173.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:173.0_obsid:wp1-f3_variable:so4,9.37085e-05,17745.28104177576,wp1-f3:so4,,,wp1-f3,conc,lst,173.0,sim,so4,5.635301e-05
oname:conc_otype:lst_usecol:sim_time:173.0_obsid:wp4-f5_variable:o0,2.22009e-28,49999.99999999999,wp4-f5:o0,,,wp4-f5,conc,lst,173.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:173.0_obsid:wp4-f5_variable:ph,6.12085,10.0,wp4-f5:ph,,,wp4-f5,conc,lst,173.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:173.0_obsid:wp4-f5_variable:so4,0.000783093,18558.129815602708,wp4-f5:so4,,,wp4-f5,conc,lst,173.0,sim,so4,5.3884740000000005e-05
oname:conc_otype:lst_usecol:sim_time:174.0_obsid:welopt-ly3_variable:o0,0.0,0.0,conc,,,welopt-ly3,conc,lst,174.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:174.0_obsid:welopt-ly3_variable:ph,6.67491,0.0,conc,,,welopt-ly3,conc,lst,174.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:174.0_obsid:welopt-ly3_variable:so4,5.50771e-05,0.0,conc,,,welopt-ly3,conc,lst,174.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:174.0_obsid:wp1-f3_variable:o0,3.34085e-37,49999.99999999999,wp1-f3:o0,,,wp1-f3,conc,lst,174.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:174.0_obsid:wp1-f3_variable:ph,6.64577,10.0,wp1-f3:ph,,,wp1-f3,conc,lst,174.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:174.0_obsid:wp1-f3_variable:so4,9.37085e-05,17745.28104177576,wp1-f3:so4,,,wp1-f3,conc,lst,174.0,sim,so4,5.635301e-05
oname:conc_otype:lst_usecol:sim_time:174.0_obsid:wp4-f5_variable:o0,2.22009e-28,49999.99999999999,wp4-f5:o0,,,wp4-f5,conc,lst,174.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:174.0_obsid:wp4-f5_variable:ph,6.12085,10.0,wp4-f5:ph,,,wp4-f5,conc,lst,174.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:174.0_obsid:wp4-f5_variable:so4,0.000783093,18558.129815602708,wp4-f5:so4,,,wp4-f5,conc,lst,174.0,sim,so4,5.3884740000000005e-05
oname:conc_otype:lst_usecol:sim_time:175.0_obsid:welopt-ly3_variable:o0,0.0,0.0,conc,,,welopt-ly3,conc,lst,175.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:175.0_obsid:welopt-ly3_variable:ph,6.67491,0.0,conc,,,welopt-ly3,conc,lst,175.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:175.0_obsid:welopt-ly3_variable:so4,5.50771e-05,0.0,conc,,,welopt-ly3,conc,lst,175.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:175.0_obsid:wp1-f3_variable:o0,3.34085e-37,49999.99999999999,wp1-f3:o0,,,wp1-f3,conc,lst,175.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:175.0_obsid:wp1-f3_variable:ph,6.64577,10.0,wp1-f3:ph,,,wp1-f3,conc,lst,175.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:175.0_obsid:wp1-f3_variable:so4,9.37085e-05,17745.28104177576,wp1-f3:so4,,,wp1-f3,conc,lst,175.0,sim,so4,5.635301e-05
oname:conc_otype:lst_usecol:sim_time:175.0_obsid:wp4-f5_variable:o0,2.22009e-28,49999.99999999999,wp4-f5:o0,,,wp4-f5,conc,lst,175.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:175.0_obsid:wp4-f5_variable:ph,6.12085,10.0,wp4-f5:ph,,,wp4-f5,conc,lst,175.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:175.0_obsid:wp4-f5_variable:so4,0.000783093,18558.129815602708,wp4-f5:so4,,,wp4-f5,conc,lst,175.0,sim,so4,5.3884740000000005e-05
oname:conc_otype:lst_usecol:sim_time:176.0_obsid:welopt-ly3_variable:o0,0.0,0.0,conc,,,welopt-ly3,conc,lst,176.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:176.0_obsid:welopt-ly3_variable:ph,6.67491,0.0,conc,,,welopt-ly3,conc,lst,176.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:176.0_obsid:welopt-ly3_variable:so4,5.50771e-05,0.0,conc,,,welopt-ly3,conc,lst,176.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:176.0_obsid:wp1-f3_variable:o0,3.34085e-37,49999.99999999999,wp1-f3:o0,,,wp1-f3,conc,lst,176.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:176.0_obsid:wp1-f3_variable:ph,6.64577,10.0,wp1-f3:ph,,,wp1-f3,conc,lst,176.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:176.0_obsid:wp1-f3_variable:so4,9.37085e-05,17745.28104177576,wp1-f3:so4,,,wp1-f3,conc,lst,176.0,sim,so4,5.635301e-05
oname:conc_otype:lst_usecol:sim_time:176.0_obsid:wp4-f5_variable:o0,2.22009e-28,49999.99999999999,wp4-f5:o0,,,wp4-f5,conc,lst,176.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:176.0_obsid:wp4-f5_variable:ph,6.12085,10.0,wp4-f5:ph,,,wp4-f5,conc,lst,176.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:176.0_obsid:wp4-f5_variable:so4,0.000783093,18558.129815602708,wp4-f5:so4,,,wp4-f5,conc,lst,176.0,sim,so4,5.3884740000000005e-05
oname:conc_otype:lst_usecol:sim_time:177.0_obsid:welopt-ly3_variable:o0,0.0,0.0,conc,,,welopt-ly3,conc,lst,177.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:177.0_obsid:welopt-ly3_variable:ph,6.67491,0.0,conc,,,welopt-ly3,conc,lst,177.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:177.0_obsid:welopt-ly3_variable:so4,5.50755e-05,0.0,conc,,,welopt-ly3,conc,lst,177.0,sim,so4,
oname:conc_otype:lst_usecol:sim_time:177.0_obsid:wp1-f3_variable:o0,6.294589999999999e-37,49999.99999999999,wp1-f3:o0,,,wp1-f3,conc,lst,177.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:177.0_obsid:wp1-f3_variable:ph,6.64109,10.0,wp1-f3:ph,,,wp1-f3,conc,lst,177.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:177.0_obsid:wp1-f3_variable:so4,9.70326e-05,18074.031231925965,wp1-f3:so4,,,wp1-f3,conc,lst,177.0,sim,so4,5.532800000000001e-05
oname:conc_otype:lst_usecol:sim_time:177.0_obsid:wp4-f5_variable:o0,9.94902e-29,49999.99999999999,wp4-f5:o0,,,wp4-f5,conc,lst,177.0,sim,o0,2e-05
oname:conc_otype:lst_usecol:sim_time:177.0_obsid:wp4-f5_variable:ph,6.19406,10.0,wp4-f5:ph,,,wp4-f5,conc,lst,177.0,sim,ph,0.1
oname:conc_otype:lst_usecol:sim_time:177.0_obsid:wp4-f5_variable:so4,0.000765722,20000.0,wp4-f5:so4,,,wp4-f5,conc,lst,177.0,sim,so4,5e-05
oname:conc_otype:lst_usecol:sim_time:178.0_obsid:welopt-ly3_variable:o0,0.0,0.0,conc,,,welopt-ly3,conc,lst,178.0,sim,o0,
oname:conc_otype:lst_usecol:sim_time:178.0_obsid:welopt-ly3_variable:ph,6.67491,0.0,conc,,,welopt-ly3,conc,lst,178.0,sim,ph,
oname:conc_otype:lst_usecol:sim_time:178.0_obsid:welopt-ly3_variable:so4,5.50755e-05,0.0,conc,,,welopt-ly3,conc,lst,178.0,sim,so4,
